,name,category,1,2,3,4,5,6,7,time
316,dbmsmb,0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.353
317,dbmsmb,0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.353
318,dbmsmntr,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.357
319,dbmsmntr,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.357
320,dbmspspi,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.356
321,dbmspspi,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.356
322,dbmsres,0,47.0,2.0,0.0,1.0,0.0,0.0,0.0,0.368
323,dbmsres,0,47.0,2.0,0.0,1.0,0.0,0.0,0.0,0.368
324,dbmsslrt,0,48.0,3.0,0.0,1.0,0.0,0.0,0.0,0.676
325,dbmsslrt,0,48.0,3.0,0.0,1.0,0.0,0.0,0.0,0.676
326,dbmsslxp,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.358
327,dbmsslxp,0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.358
328,dbmstran,0,48.0,4.0,0.0,1.0,0.0,0.0,0.0,0.377
329,dbmstran,0,48.0,4.0,0.0,1.0,0.0,0.0,0.0,0.377
330,dbmstxin,0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.386
331,dbmstxin,0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.386
332,dbmsuadv,1,48.0,4.0,0.0,1.0,0.0,0.0,7.0,0.392
333,dbmsuadv,1,48.0,4.0,0.0,1.0,0.0,0.0,7.0,0.392
334,dbmsumf,0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.359
335,dbmsumf,0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.359
336,dbmssrv,0,47.0,2.0,0.0,1.0,1.0,0.0,0.0,0.396
337,dbmssrv,0,47.0,2.0,0.0,1.0,1.0,0.0,0.0,0.396
338,bug_32952285_apply,0,58.0,20.0,0.0,1.0,10.0,0.0,0.0,1.108
339,bug_32952285_apply,0,58.0,20.0,0.0,1.0,10.0,0.0,0.0,1.108
340,bug_33253504_apply,0,58.0,0.0,0.0,1.0,2.0,0.0,0.0,0.912
341,bug_33253504_apply,0,58.0,0.0,0.0,1.0,2.0,0.0,0.0,0.912
342,sdocs,0,44710.0,6.0,0.0,1.0,2.0,130.0,1.0,1.975
343,sdocs,0,44710.0,6.0,0.0,1.0,2.0,130.0,1.0,1.975
344,29201539_apply,1,1680.0,0.0,0.0,1.0,0.0,4.0,0.0,0.379
345,29201539_apply,1,1680.0,0.0,0.0,1.0,0.0,4.0,0.0,0.379
346,32131774_apply,1,1934.0,0.0,0.0,1.0,0.0,4.0,0.0,0.777
347,32131774_apply,1,1934.0,0.0,0.0,1.0,0.0,4.0,0.0,0.777
348,epsgsrids32987004,0,53359.0,1.0,1.0,0.0,32.0,100.0,0.0,0.845
349,epsgsrids32987004,0,53359.0,1.0,1.0,0.0,32.0,100.0,0.0,0.845
350,bug_31639082_apply,1,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.374
351,bug_31639082_apply,1,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.374
352,bug_32440681_apply,0,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.352
353,bug_32440681_apply,0,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.352
354,catqos,0,46.0,26.0,1.0,1.0,21.0,0.0,0.0,0.688
355,catqos,0,46.0,26.0,1.0,1.0,21.0,0.0,0.0,0.688
