dbmscmp,0.383
dbmscoll,0.435
dbmscomp,0.370
dbmscov,0.387
dbmscred,0.372
dbmscr,1.541
dbmscrs,0.349
dbmscu,0.372
dbmsdbcomp,0.349
dbmsdbvn,0.371
dbmsdbv,0.349
dbmsddl,0.362
dbmsdesc,0.361
dbmsdg,0.354
dbmsdiag,0.382
dbmsdmpa,0.368
dbmsdm,0.394
dbmsdmxf,0.395
dbmsdnfs,0.385
dbmsdpmt,0.347
dbmsdp,2.056
dbmsdrs,0.349
dbmsdst,0.365
dbmsedu2,0.430
dbmsedu,0.365
dbmsepg,0.364
dbmserlg,0.356
dbmsfga,0.377
dbmsfgd,0.935
dbmsfgr,0.359
dbmsfi,1.016
dbmsfspi,0.382
dbmsfs,0.371
dbmsfuse,0.375
dbmsfus,0.359
dbmsgen,0.353
dbmsgg,0.366
dbmsgwmalt,0.549
dbmsgwmcl,0.431
dbmsgwmco,1.772
dbmsgwmdb,1.109
dbmsgwmfix,0.676
dbmsgwmfx,0.356
dbmsgwmpl,0.974
dbmsgwm,5.441
dbmsgwmut,1.402
dbmshadp1,1.013
dbmshadp,0.957
dbmshae,0.365
dbmshias,0.420
dbmshier,0.364
dbmshmgr,0.357
dbmshm,0.364
dbmshord,0.375
dbmshpro,0.374
dbmshptab,0.354
dbmshrmg,0.362
dbmshsld,0.924
dbmshssn,0.396
dbmshs,0.362
dbmshsxp,0.366
dbmshtdb,0.481
dbmsiast,0.385
dbmsidxu,0.364
dbmsilm,0.376
dbmsindx,0.719
dbmsinmemadmin,0.380
dbmsinmem,0.406
dbmsiotc,0.471
dbmsir,0.371
dbmsjdcu,0.372
dbmsjdev,0.586
dbmsjdmp,0.354
dbmsjdwp,0.397
dbmsjob,0.355
dbmsjson,5.636
dbmskzxp,0.392
dbmslcr,0.520
dbmsldap,0.401
dbmslibc,0.438
dbmslmd,0.366
dbmslm,0.393
dbmslob,0.416
dbmslobu,0.575
dbmslock,0.434
dbmslsby,0.442
dbmsmaintplan,0.392
dbmsmap,0.409
dbmsmb,0.414
dbmsmemoptimizeadmin,0.409
dbmsmemoptimize,0.422
dbmsmet2,0.361
dbmsmeta,0.444
dbmsmetb,0.438
dbmsmetd,0.455
dbmsmeti,1.087
dbmsmetu,0.358
dbmsmntr,0.389
dbmsmp,1.413
dbmsnacl,0.375
dbmsncdb,0.376
dbmsobj,0.529
dbmsobtk,0.385
dbmsocm,1.126
dbmsoctk,0.380
dbmsodbo,2.760
dbmsodm,0.430
dbmsol,0.415
dbmsoptim,0.354
dbmsotpt,0.402
dbmspart,0.447
dbmspbp,0.382
dbmspb,0.434
dbmspbt,0.371
dbmspclx,0.375
dbmspdb,0.480
dbmsperf,0.383
dbmspexe,0.365
dbmspexp,0.370
dbmspipe,0.367
dbmspitr,0.362
dbmsplsw,0.866
dbmsplts,1.201
dbmspool,0.360
dbmspplb,0.367
dbmspp,0.543
dbmsprp,0.365
dbmspspi,0.364
dbmspsp,0.361
dbmspump,0.464
dbmsqopi,0.347
dbmsrand,0.371
dbmsratmask,0.453
dbmsrcad,0.372
dbmsread,0.478
dbmsredacta,2.495
dbms_registry_basic,0.340
dbms_registry_extended,0.531
dbmsrepl,0.646
dbmsrep,0.369
dbmsres,0.377
dbmsrlsa,0.376
dbmsrmad,0.432
dbmsrman,5.648
dbmsrmansys,0.411
dbmsrmanvpc,0.381
dbmsrmpr,0.447
dbmsrms,0.394
dbmsrpr,0.357
dbmsrqmo,0.372
dbmsrupg,0.366
dbmsrwid,0.384
dbmssch,0.373
dbmsscnc,0.358
dbmssess,0.366
dbmssjty,0.394
dbmsslrt,0.769
dbmsslxp,0.570
dbmssnap,0.418
dbmssodacoll,0.376
dbmssodadom,0.369
dbmssodapls,0.578
dbmssodautil,0.365
dbmsspa,0.373
dbmsspc,0.365
dbmsspd,0.413
dbmsspm,0.430
dbmsspu,1.256
dbmssqll,0.366
dbmssqlm,0.370
dbmssqlpatch,0.386
dbmssqlq,0.379
dbmssql,0.439
dbmssqls,0.366
dbmssqlt,0.501
dbmssqlu,0.422
dbmssrv,0.527
dbmsstat,0.428
dbmsstdx,0.363
dbmsstr,0.975
dbmssts,0.387
dbmsstts,0.366
dbmssum,0.380
dbmssupp,0.436
dbmssyer,0.340
dbmstbdat,0.366
dbmstcv,0.383
dbmstf,0.371
dbmstns,0.366
dbmstran,0.404
dbmstrig,0.769
dbmstrns,0.403
dbmstrst,0.373
dbmstsdpe,0.361
dbmstsdpm,0.391
dbmstsdp,0.388
dbmstutl,0.339
dbmstxfm,0.376
dbmstxin,0.648
dbmstypu,0.357
dbmsuadv,0.453
dbmsumf,0.378
dbmsupgin,0.357
dbmsupgnv,0.344
dbmsuri,0.463
dbmsutil,0.377
dbmswlm,0.554
dbmswrr,0.431
dbmsxa,0.425
dbmsxdba,0.425
dbmsxdbc,0.396
dbmsxdbdt,0.370
dbmsxdbrepos,0.370
dbmsxdbr,0.382
dbmsxdbschmig,0.400
dbmsxdb,0.487
dbmsxdbt_int,0.429
dbmsxdbt,0.417
dbmsxdbz,0.374
dbmsxev,0.382
dbmsxfr,0.366
dbmsxidx,0.521
dbmsxlsb,0.486
dbmsxmld,0.381
dbmsxmlp,0.384
dbmsxml,0.408
dbmsxmls,0.490
dbmsxmlt,1.900
dbmsxmlu,0.611
dbmsxpln,0.459
dbmsxrc,0.373
dbmsxreg,0.354
dbmsxres,0.377
dbmsxschlsb,0.494
dbmsxsch,0.371
dbmsxslp,0.394
dbmsxstr,0.425
dbmsxsu,0.620
dbmsxtr,0.376
dbmsxuducu,0.367
dbmsxutil,2.616
dbmsxvr,0.377
depsaq,1.065
depscapi,0.430
depspspi,0.621
depssvrm,9.169
deptxn,0.849
diutil,0.657
dmeidmsys,1.427
dmproc,4.303
dmsysrem,0.378
dpload,0.802
drpadrvw,4.381
dumpdian,0.390
dvdbmig,0.394
dvdwgrd,0.356
dve102,17.287
dve111,7.454
dve112,6.423
dve121,5.048
dve122,1.450
dve18,0.480
dvpatch,0.352
dvregrant,0.468
dvrelod,0.390
dvremov,0.368
dvu102,18.749
dvu111,4.084
dvu112,2.738
dvu121,1.495
dvu122,0.454
dvu18,0.379
e1102000,224.756
e1201000,40.380
e1201000_wrr,0.706
e1202000,8.894
e1202000_wrr,0.433
e18,1.836
e18_wrr,0.445
emremove,0.405
epgstat,0.716
execai,0.342
execaq,1.365
execbsln,0.667
execcr,0.495
execemx,0.341
exechae,0.387
execlmnr,0.391
execlmnrstats,0.340
execocm,0.878
execpdb,0.354
execqopi,0.692
execrep,0.479
execrm,0.360
execsch,0.799
execsec,0.347
execsmb,0.778
execsqlt,0.361
execstat,0.391
execstr,1.471
execsvrm,1.556
execsvr,0.828
exectsdp,0.339
f1102000,8.495
f1201000,4.499
f1202000,0.440
f18,0.382
getawrviewloc,0.343
grntocmtabaccess,0.899
hangdiag,0.336
i1102000,0.785
i1201000,0.619
i1202000,0.494
i18,0.502
imupgrdses,0.360
initdbj,0.707
initjms,0.338
initjvm2,0.592
initjvm4,1.057
initjvm5,1.900
initjvma,0.472
initmeta,0.341
initmgd,0.342
initscfw,7.983
initsjty,0.352
initsoxx,0.343
initsqlj,0.657
initxa,0.348
initxml,0.493
initxqry,0.466
javdbmig,0.340
javdwgrd,0.342
jave112,0.465
jave121,0.405
jave122,0.374
jave18,0.366
loc_to_common0,0.341
loc_to_common1,0.376
loc_to_common2,0.744
loc_to_common3,12.470
loc_to_common4,2.519
mgdmeta,0.562
mgdpatch,5.783
mgdpbs,0.434
mgdrelod,1.869
mgdsys,0.534
mgdtab,0.679
mgdtrg,0.721
mgdtyp,0.730
mgdus,0.533
mgdview,0.442
nacla112,0.791
nacle102,4.162
nacle111,0.382
nacle112,0.346
noncdb_to_pdb,0.345
nothing,0.335
ocmdbb,1.660
ocmdbd,0.390
ocmjb10,0.949
ocmjd10,0.390
ocmupgrd,0.367
odmcpu,3.166
odmdbmig,0.346
odme101,1.329
odme102,0.369
odme111,0.444
odme920,3.519
odmpatch,3.118
odmproc,0.344
odmrelod,1.947
odmu101,0.347
odmu102,0.343
odmu111,0.376
odmu112,0.345
odmu920,0.355
olappl,2.039
olsaudup,0.699
olsdbmig,0.837
olsdwgrd,0.350
olse112,3.518
olse121,0.512
olse122,0.430
olse18,2.576
olsload,4.652
olspatch,0.385
olspredowngrade,0.391
olspreupgrade,1.411
olsrelod,0.409
olsrle,0.350
olstrig,0.371
olsu112,1.810
olsu121,0.537
olsu122,0.359
olsu18,0.364
olsup,0.373
owachars,1.084
owacomm,2.314
owacsyn,0.366
owadins,1.189
owadsyn,0.364
owadummy,0.338
owainst,0.893
owaload,O/S Message: No such file or directory
0.358
owmdbmig,0.389
owmdwgrd,0.347
owme112,22.954
owme121,3.306
owme122,1.071
owme18,1.254
owmrelod,0.393
owmremov,0.582
pbload,0.930
pbunload,0.654
pdbdba,0.336
pdb_to_apppdb,0.349
perfhubrpt,0.363
pidian,0.933
pipidl,2.548
pistub,0.456
plitblm,0.363
plspur,0.345
preupgrade_package,0.948
prgrmanc,1.288
privcach,0.383
privcook,0.384
privcust,0.376
privht,0.413
privimg,0.356
privmat,0.365
privoolk,0.387
privowa,0.363
privpat,0.689
privsec,0.363
privtext,0.363
privutil,0.397
profload,0.370
proftab,0.558
prvtgwm,5.647
prvtocm,1.205
prvtrepl,3.045
pubcach,0.384
pubcook,0.668
pubcust,0.483
pubht,0.825
pubimg,0.659
pubmat,0.380
puboolk,0.651
pubowa,0.365
pubpat,0.423
pubsec,0.353
pubtext,0.657
pubutil,1.818
racdwgrd,0.522
rdbms_initapply,0.338
rdbms_initrollback,0.883
rdbms_postapply,1.992
rdbms_preapply,1.562
rdbms_prerollback,8.662
reenable_indexes,2.330
rmaqhp,0.882
rmaqjms,6.275
rmxml,66.216
rstrconn,0.372
rtaddmrpti,0.361
rtaddmrpt,0.411
rxsviews,3.192
sbaddins,0.333
sbcpkg,0.437
sbcreate,0.383
sbctab,0.361
sbcusr,0.353
sbdelins,0.338
sbdrop,0.875
sbdtab,0.477
sbdusr,0.345
sblisins,0.335
sbpurge,0.342
sbrepcon,0.338
sbrepins,0.336
sbreport,0.361
sbrepsql,0.359
sbrsqins,0.362
sbup1101,0.357
sbup11201,0.351
sbup112,0.338
sbup12102,0.362
sbup12200,0.360
sdoupgrdses,0.350
secconf,1.952
setpdb,0.528
showlibc,0.360
spadvrpt,0.359
spauto,0.906
spawrio,0.524
spawrrac,0.968
spcpkg,0.615
spcreate,0.361
spctab,0.343
spcusr,0.360
spdrop,0.972
spdtab,0.630
spdusr,0.375
sppurge,0.346
sprepcon,0.338
sprepins,0.350
spreport,0.347
sprepsql,0.349
sprsqins,0.348
sptrunc,0.342
spup102,0.342
spup10,1.302
spup1101,0.336
spup11201,0.337
spup112,0.340
spup12102,0.926
spup12200,0.861
spup816,2.332
spup817,1.406
spup90,1.207
spup92,2.023
sqlpatchu122,0.403
sqlpatchu18,1.383
sqlsessend,0.340
sqlsessstart,0.336
sqltacrt,0.754
sqltrpt,0.472
standard,0.456
stdbody,0.347
stdspec,0.356
tcellsim,1.612
tracetab,0.473
tsdpend,1.161
tsdpviews,4.408
upgrdpdbcheck,0.367
upgrdpdberr,0.343
upgrdpdb,0.654
upgrdpdbstmts,0.338
userlock,0.588
utl32k,0.347
utlbstat,0.998
utlchain,0.356
utlchn1,0.346
utlcomp,0.628
utlconst,22.668
utlcstk,0.666
utlcxml,0.349
utldcchk,0.815
utldim,0.360
utldirsymlink,0.338
utldtchk,0.555
utldtree,0.991
utledtol,0.545
utlenc,0.389
utlestat,2.126
utlexcpt,0.350
utlexpt1,0.343
utlfile,0.709
utlfixdirs,0.360
utlgdk,0.381
utlhttp,0.796
utli18n,0.685
utlident,0.359
utlimcjson,0.369
utlinad,0.355
utlincmp,0.337
utlip,12.345
utlirp,0.648
utljavrm,41.582
utllms,0.637
utllmup,0.382
utllockt,1.173
utlmail,0.414
utlmatch,0.399
utlmmigdown121,0.382
utlmmigdown,0.368
utlmmig,1.780
utlmmigtbls,0.345
utlnla,1.486
utlpg,0.376
utlpitl,0.488
utlprp,1.088
utlpwdmg,2.088
utlraw,0.360
utlrcmp2,0.430
utlrcmp,0.349
utlrdt,0.973
utlrefld,0.512
utlrpadv,0.448
utlrp,1.611
utlsampl,4.251
utlsmtp,0.822
utlsrt,0.354
utlstddw,1.012
utlsxszd,1.392
utlsyxsz,0.848
utltcp,0.612
utltkprf,0.459
utltz_countstar,1.034
utltz_countstats,0.412
utltzu92,0.412
utltz_upg_apply,0.767
utltz_upg_apply_sys,0.350
utltz_upg_apply_user,0.431
utltz_upg_check,8.695
utltzuv2,3.896
utlupox,0.387
utluptabdata,0.389
utlurl,0.784
utlusts,0.932
utlvalid,0.350
utlxaa,0.362
utlxmv,0.350
utlxplan,0.533
utlxplp,1.105
utlxpls,0.339
utlxrw,0.682
wkremov,4.504
wpgdocb,0.423
wpgdocs,0.645
wpiutil,0.724
wpiutl,0.353
wwvdocb,0.390
wwvdocs,0.644
xaview,0.437
xdbdwgrd,0.413
xdbe111,26.655
xdbe112,5.556
xdbe121,1.893
xdbe122,0.546
xdbe18,0.443
xdbeall,0.529
xdbed111,1.676
xdbed112,0.970
xdbed121,0.392
xdbed122,0.346
xdbed18,0.355
xdbeo111,1.615
xdbeo112,0.888
xdbeo121,0.757
xdbeo122,0.450
xdbeo18,0.366
xdbes111,5.704
xdbes112,3.130
xdbes121,0.633
xdbes122,0.437
xdbes18,0.340
xdbinstd,0.651
xdbinst,0.919
xdbloadend,1.926
xdbload,45.020
xdbltload,9.861
xdbltu18,0.549
xdbltupgrd,7.473
xdbrelod,0.389
xdbud111,1.141
xdbud112,0.512
xdbud121,0.371
xdbud122,0.344
xdbud18,0.368
