bug_29032457_apply,1806,0,0,1,1,0,0
catcdbviews,17261,1,0,1,9,0,0
cdcore_mig,53531,0,0,1,110,0,3
bug29261906_apply,1370,0,0,1,0,0,0
catappcontainer,21709,8,0,1,16,0,0
catawrrtvw,210931,148,0,16,317,0,21
catawrpdbvw,202840,147,0,16,315,0,21
catawrvw,119530,294,0,1,441,0,3
dbmssqlu,72479,1,0,1,0,0,0
dbmssqlt,234915,2,0,1,9,0,6
dbmsoptim,8613,0,0,0,0,0,0
catost,355284,50,0,2,502,0,8
dbmsrman,172136,26,0,2,55,0,0
catadv,81461,83,0,1,104,0,2
cataivw,19697,12,0,1,29,0,2
prvtgwm,4637,1,0,9,0,0,0
catfusrg,578414,0,0,1,977,12,63
bug29394140_apply,2693,0,0,1,1,0,0
bug_29348176_apply,3713,3,6,1,2,0,0
bug_29766207_apply,2651,0,0,1,2,0,0
29201539_rollback,2060,0,0,1,0,4,0
catmdloc,6586,0,0,8,0,10,0
dbmsbkrs,426777,0,0,1,0,0,0
catmdh,7061,0,2,4,2,7,1
catmdlocp1,2187,0,0,11,0,1,0
sdoepsgx,17818,0,0,1,5,10,1
sdogmlsc,87122,1,0,1,6,21,6
sdowfscs,5136,0,0,14,3,2,0
sdocswadm,7810,1,0,1,3,11,0
catmdsdop2,3745,0,0,31,3,2,0
sdogrxml,39460,1,0,1,1,5,0
catsem,2423,0,0,0,3,1,0
catmacp,135886,1,0,1,5,0,0
catmacg,34239,271,0,1,232,0,0
bug_29430866_apply,3230,2,0,1,5,0,0
dbmssodacoll,15635,1,0,1,0,0,0
bug_29784106_prepatch,4875,0,0,2,0,0,1
bug_29202461_apply,1908,0,0,1,1,0,0
bug_29784106_postpatch,1031,0,0,2,0,0,0
depsaq,24437,7,0,4,23,0,0
catxdbtm,133084,4,0,1,10,0,3
catawrtb,214539,21,0,1,43,0,14
dbmsai,17079,1,0,1,0,0,2
bug_28935293_apply,2407,6,0,1,9,0,0
bug_30264405_apply,2078,0,0,1,3,0,0
30035598_apply,26727,0,0,0,40,27,0
bug_30305880_apply,2021,0,0,1,3,0,0
bug29416700_apply,1238,0,0,1,0,0,0
bug28628592_apply,1255,0,0,3,2,0,0
catwrrvwp,24801,30,0,1,54,0,109
dbmsrep,36383,1,0,1,0,0,0
dbmsappcont,23283,6,0,1,1,0,1
dbmshadp1,31118,3,0,1,0,0,0
catmetloadxsl,11063,0,0,1,5,0,8
bug_29738400_apply,4958,0,0,1,6,0,0
dbmsjson,47997,14,0,1,23,0,1
catwrrvwc,9841,8,0,1,20,0,26
bug_29644426_apply,2413,0,2,1,1,0,0
bug_31001455_apply,2366,0,0,1,3,0,0
after_apply_script_30657706,1344,0,0,1,0,0,0
dbmsgwmco,40210,22,0,1,2,0,1
dbmsgwmut,119252,1,1,1,0,0,3
dbmsgwmdb,42856,0,0,1,0,0,1
dbmsgwmpl,90427,0,0,1,0,0,2
bug_29349874_apply,1557,0,0,1,0,0,0
bug_28813931_apply,1643,0,1,1,1,0,0
bug_30528547_apply,2639,0,0,1,3,0,0
sdoutlh,61676,4,0,1,1,187,0
sdopidx,9384,1,0,1,0,5,0
sdoaggrh,16856,1,0,1,0,31,0
sdottsmeta,6579,1,0,1,9,23,0
bug31414524,841,0,0,1,0,0,0
bug_30952191_apply,1717,0,0,1,1,0,0
standard,128,1,0,3,0,0,0
stdbody,19686,0,0,1,12,0,0
stdspec,148971,0,0,1,0,0,1
bug_29443559_apply,3696,3,0,1,4,0,2
catmvrs,12581,0,0,1,1,0,1
dbmsobtk,27096,1,0,1,0,0,0
catlsby,512375,43,1,1,486,14,1
catpexev,18920,10,0,1,27,0,0
bug_30416603_apply,1758,0,0,1,1,0,0
dbmssodadom,5760,1,0,1,12,0,0
dbmssodapls,14502,8,0,1,0,0,0
dbmssodautil,7437,0,0,1,0,0,0
bug_31760592_apply,2946,0,0,1,1,0,0
bug_31628311_apply,5751,0,0,1,2,0,0
bug_31193292_apply,2353,0,0,1,1,0,0
bug_31816631_apply,2820,5,2,1,1,0,0
cdcore_privs,113078,41,0,1,105,0,0
