bug32425205_apply,1319,1,0,1,2,2,1
sdoepsgsrid32777,2295,1,1,0,0,4,0
sdoogcsrid9932775,12237,1,1,0,18,31,0
sdoepsgdatum6289,1693,1,1,0,1,6,0
bug_33513494_apply,58,0,0,1,2,0,0
catmacd,47,0,0,1,69,4,3
catnotifications,56,2,0,1,0,0,0
catnotificationsv,57,5,0,1,8,0,0
dbmsnotifications,57,1,0,1,0,0,0
catlmnr_mig,51,0,0,1,40,0,0
bug_29356306_apply,58,0,0,1,1,0,0
dbmstsdpm,49,2,0,1,1,0,0
epsgsrid8311,5770,1,1,0,9,17,0
bug_32634996_apply,58,1,0,1,1,0,0
bug_33759204_apply,58,0,0,1,2,0,0
dbmsfs,46,1,0,1,0,0,0
bug_33942581_apply,58,0,0,1,1,0,0
objnum_reuse_apply_script,123,0,0,3,6,0,0
dbmscr,263,25,0,4,39,0,8
dbmscrs,47,0,0,1,0,0,0
bug_35012866_apply,58,0,0,1,2,0,0
sdo_postapply,972,0,0,2,0,1,0
srid1005714,17509,1,1,0,27,47,0
bug_34496630_apply,58,0,0,1,1,0,0
bug_35170600_apply,58,0,0,1,1,0,0
dbmsinmemadvisor,56,1,0,1,0,0,3
bug_32378953_apply,58,0,0,1,6,0,2
