Unnamed: 0,grants,size,packages,alters,commands,commits,time,md
168,24,1025,0,0,256,0,1.61,0
169,2,91,0,0,22,0,0.433,0
170,48,842,12,6,185,2,3.835,0
171,1,36,0,0,9,0,0.398,0
172,0,28,0,0,7,0,0.785,0
173,37,1064,0,0,266,0,3.632,0
174,0,321,0,0,48,0,0.893,0
175,0,119,0,0,18,1,0.465,0
176,2,99,0,0,24,1,0.424,0
177,2,40,0,0,10,0,1.136,0
178,0,130,0,0,16,0,0.387,0
179,6,268,0,0,67,0,0.699,0
180,6,114,0,5,26,0,2.178,0
181,5,172,0,0,43,0,0.83,0
182,49,2103,0,0,503,0,2.434,0
183,2,102,0,0,24,0,0.485,0
184,15,116,0,0,22,0,0.532,0
185,2,76,6,3,19,0,1.584,0
186,24,304,0,0,76,0,2.709,0
187,2,78,1,0,11,0,3.627,0
188,0,12,0,0,3,0,0.37,0
189,12,1165,0,0,199,1,2.531,0
190,42,3199,0,0,786,9,14.997,0
191,0,28,0,0,7,1,28.048,0
192,0,1504,0,0,348,1,6.748,0
193,0,156,0,0,39,0,0.491,0
194,0,3192,0,0,798,1,4.6,0
195,271,1450,0,0,361,0,2.823,0
196,0,12,0,0,3,0,3.801,0
197,382,3940,24,12,945,2,10.105,0
198,2,136,0,0,0,3,0.42,0
199,4,112,0,0,8,2,0.571,0
200,0,226,11,1,52,0,1.913,0
201,110,460,0,0,115,0,0.84,0
202,386,7405,24,12,1777,7,39.339,0
203,76,339,0,0,82,1,0.95,0
204,0,12,0,0,3,0,0.492,0
205,1,39,0,0,8,0,0.759,0
206,3,43,0,0,10,0,0.397,0
207,0,41,0,0,10,0,9.412,0
208,1052,28087,0,0,7020,0,426.948,0
209,541,2172,0,0,543,0,85.786,0
210,468,1880,0,0,470,0,108.589,0
211,0,19496,0,0,4874,0,8.171,0
212,0,8,0,0,2,0,0.335,0
213,37,2278,0,0,568,0,9.412,0
214,0,77,0,0,19,0,0.774,0
215,6,2261,0,0,565,0,3.501,0
216,0,1056,0,0,96,0,0.571,0
217,5,125,14,0,30,0,218.844,0
218,13,786,13,9,154,0,7.808,0
219,0,53,5,5,9,1,0.433,0
220,14,256,0,0,61,0,0.798,0
221,0,89,0,0,14,0,0.422,0
222,0,70,0,0,15,0,4.166,0
223,0,29,0,0,5,0,0.354,0
224,26,750,0,0,144,1,1.12,0
225,0,144,0,0,36,0,1.019,0
226,0,109,2,0,25,0,2.011,0
227,0,500,8,4,91,0,3.097,0
228,0,914,1,1,227,0,12.905,0
229,0,38,1,0,8,0,1.371,0
230,0,527,22,10,95,1,2.514,0
231,0,143,2,0,22,0,0.81,0
232,0,5471,24,0,1329,0,58.398,0
233,0,4,0,0,1,0,0.335,0
234,0,5467,24,0,1328,0,4.167,0
235,0,5468,24,0,1328,0,4.157,0
236,0,138,3,0,19,1,0.402,0
237,0,85,1,0,13,0,1.959,0
238,0,28,0,0,7,0,0.94,0
239,0,21,0,0,4,0,3.632,0
240,0,168,3,3,19,0,2.001,0
241,0,486,6,0,117,0,3.35,0
242,0,13,0,0,0,0,0.341,0
243,0,63,0,0,14,0,4.149,0
244,0,15751,1,7,1125,0,2.635,0
245,0,80,1,0,20,0,0.908,0
246,0,68,0,0,9,0,0.895,0
247,0,124,0,0,31,0,0.868,0
248,0,84,0,0,21,0,0.823,0
249,0,51,3,2,11,0,0.984,0
250,0,43,0,0,10,0,0.555,0
251,0,4103,84,0,594,5,15.052,0
252,0,531,5,3,87,0,1.042,0
253,0,1051,28,14,232,1,6.698,0
254,0,52,4,0,13,0,1.847,0
255,0,31,0,0,7,0,0.437,0
256,0,23,0,0,5,0,0.802,0
257,0,108,0,0,27,1,1.33,0
258,0,455,0,0,113,1,2.494,0
259,0,1172,0,0,188,11,2.581,0
260,0,294,0,0,42,0,0.424,0
261,0,0,0,0,0,0,0.33,0
262,0,28,0,0,4,0,0.629,0
263,1,89,10,5,20,0,0.705,0
264,0,11,0,0,2,0,0.421,0
265,2,80,7,3,20,0,1.186,0
266,56,495,2,0,123,0,2.288,0
267,62,1015,0,0,199,1,1.415,0
268,2,313,0,0,55,1,0.568,0
269,19,636,0,0,159,0,1.801,0
270,47,2286,55,31,498,3,5.116,0
271,11,322,0,0,76,0,0.858,0
272,0,456,0,0,29,0,0.427,0
273,47,2178,55,31,472,3,3.221,0
274,54,2418,0,0,592,0,24.065,0
275,3,116,2,1,26,0,0.55,0
276,0,2305,23,13,5,0,0.657,0
277,0,16,0,0,4,0,0.34,0
278,12985,772433,5120,2054,57015,674,1583.03,0
279,0,16,0,0,4,1,0.367,0
280,4,699,3,3,136,0,3.99,0
281,881,120747,2057,114,2125,293,26.566,0
282,2169,63474,341,253,10594,23,254.211,0
283,250,1993,5,5,397,1,7.64,0
284,682,5335,34,23,1252,7,130.304,0
285,0,44,0,0,7,0,0.395,0
286,10,100,0,0,25,0,0.663,0
287,8,40,0,0,10,0,0.461,0
288,4,40,0,0,10,0,0.479,0
289,16,253,0,0,51,0,1.069,0
290,6,63,0,0,15,0,0.7,0
291,0,271,0,0,40,0,2.323,0
292,170,135074,1232,1182,1809,60,36.38,0
293,50,1664,0,0,416,0,5.631,0
294,0,0,0,0,0,0,0.338,0
295,9882,706581,5083,2035,39998,669,905.79,0
296,38,474,0,0,118,0,3.913,0
297,2,90,0,0,15,0,0.391,0
298,1,30,2,0,7,0,0.395,0
299,40,572,0,0,135,0,2.99,0
300,6,122,1,0,26,0,0.492,0
301,3,172,0,0,43,0,0.969,0
302,0,12,0,0,3,0,0.34,0
303,1145,29440,43,9,6889,3,97.846,0
304,13,317,0,0,62,0,1.049,0
305,4,88,0,0,22,1,0.631,0
306,0,562,62,65,125,1,1.898,0
307,154,5022,30,8,1217,0,21.731,0
308,1390,82648,177,19,9359,139,78.311,0
309,3,152,0,0,38,0,0.792,0
310,210,4770,6,5,1057,1,11.507,0
311,5,68,0,0,15,0,0.403,0
312,0,58,0,0,10,0,0.402,0
313,164,14805,166,80,568,25,27.731,0
314,794,50043,478,227,1897,55,278.215,0
315,268,22151,215,116,724,25,24.343,0
316,0,43,0,0,5,0,0.353,0
317,26,217,0,0,49,0,0.876,0
318,49,1828,0,6,367,2,4.435,0
319,0,89,0,0,14,1,0.398,0
320,8,268,0,0,67,0,0.57,0
321,0,50,0,0,5,0,0.348,0
322,0,815,1,0,64,62,1.926,0
323,0,89,6,0,8,0,0.501,0
324,2,24,0,0,6,0,0.386,0
325,30,599,0,0,113,0,1.272,0
326,12,164,0,0,41,0,0.954,0
327,0,36,0,0,5,0,0.472,0
328,0,18,0,0,3,0,0.341,0
329,0,3,0,0,0,0,1.044,0
330,22,872,0,0,218,0,2.714,0
331,0,154,8,0,35,0,1.502,0
332,30,952,0,0,238,0,2.773,0
333,1,28,2,1,7,1,0.412,0
334,7,88,0,0,22,0,0.531,0
335,0,16,0,0,4,0,0.355,0
336,10,296,0,0,74,0,0.907,0
337,12,152,0,0,38,0,2.507,0
338,53,1447,0,0,319,1,2.182,0
339,12,452,0,0,113,1,1.374,0
340,21,957,0,0,231,0,2.48,0
341,13,744,0,1,121,1,1.401,0
342,142,6452,0,0,1613,0,14.719,0
343,1,103,0,0,18,0,1.06,0
347,25,1352,0,0,336,0,2.669,0
348,55,2142,0,0,531,0,5.213,0
349,24,794,0,0,197,0,1.847,0
350,21,964,0,0,241,0,4.265,0
351,225,13030,0,0,3245,0,30.652,0
352,0,21,0,0,5,0,0.354,0
353,22,3037,0,0,759,0,4.916,0
354,24,1357,0,0,331,0,5.019,0
355,36,920,0,0,230,0,1.704,0
356,8,212,0,0,53,0,4.85,0
357,0,19,0,0,4,0,0.524,0
358,0,16,0,0,4,0,0.371,0
359,12,448,0,0,112,0,1.514,0
360,28,564,0,0,141,0,1.416,0
361,1387,16668,0,0,4167,0,33.145,0
362,328,12600,0,0,3150,0,32.686,0
363,0,8,0,0,2,0,0.342,0
364,3,108,0,0,27,0,0.558,0
365,114,4680,0,0,1170,0,15.035,0
366,40,1492,0,0,373,0,5.586,0
367,0,32,0,0,8,0,0.416,0
368,61,768,0,0,192,0,5.538,0
369,44,2504,0,0,622,0,6.536,0
370,3,192,0,0,48,1,0.55,0
371,0,8,0,0,2,0,0.335,0
372,64,3044,0,0,754,3,6.194,0
373,23,1028,0,0,257,0,2.794,0
374,3,216,10,3,47,0,0.873,0
375,4,92,0,0,23,0,0.449,0
376,6,136,0,0,34,0,0.989,0
377,6,164,0,0,41,0,1.14,0
378,0,340,36,36,41,0,0.624,0
379,0,82,3,3,12,0,0.391,0
380,0,9,0,0,0,0,0.383,0
381,0,13,0,0,1,0,0.359,0
382,0,9,0,0,0,0,0.34,0
383,0,13,0,0,1,0,0.342,0
384,0,9,0,0,0,0,0.342,0
385,0,16,0,0,2,0,0.353,0
386,0,9,0,0,0,0,0.34,0
387,0,14,0,0,3,0,0.759,0
388,0,15,0,0,1,0,0.344,0
389,0,6,0,0,0,0,0.349,0
390,0,4,0,0,0,0,0.354,0
391,0,37,0,0,4,0,0.483,0
392,0,417,0,6,5,0,0.684,0
393,8,44,1,0,11,0,0.425,0
394,1,20,1,0,5,0,0.387,0
395,2,25,1,0,6,0,0.499,0
396,13,189,0,0,43,0,0.993,0
397,1,25,1,0,6,0,0.489,0
398,1,21,1,0,5,0,0.366,0
399,1,25,1,0,6,0,0.636,0
400,1,16,1,0,4,0,0.56,0
401,5,60,2,0,15,0,0.439,0
402,6,111,1,0,22,0,0.658,0
403,1,23,1,0,5,0,0.397,0
404,4,443,4,0,9,0,0.479,0
405,6,97,5,0,23,0,0.425,0
406,1,20,1,0,5,0,0.365,0
407,0,12,1,0,3,0,0.349,0
408,0,28,2,0,5,0,0.381,0
409,0,12,1,0,3,0,0.359,0
410,0,102,9,0,14,0,0.392,0
411,0,24,1,0,4,0,0.357,0
412,0,24,1,0,4,0,0.353,0
413,1,21,1,0,5,0,0.401,0
414,8,72,4,0,18,0,0.527,0
415,2,24,1,0,6,0,0.377,0
416,1,25,2,0,6,0,0.361,0
417,1,21,1,0,5,0,0.357,0
418,0,13,1,0,3,0,0.343,0
419,3,52,3,0,13,0,0.394,0
420,4,84,1,0,20,0,1.095,0
421,1,21,1,0,5,0,0.367,0
422,2,36,2,0,9,0,0.374,0
423,2,57,1,0,11,2,0.432,0
424,0,12,1,0,3,0,0.401,0
425,0,17,1,0,4,0,0.381,0
426,1,20,1,0,5,0,0.744,0
427,2,43,3,0,10,0,0.4,0
428,1,20,1,0,5,0,0.358,0
429,1,21,1,0,5,0,0.357,0
430,1,24,1,0,6,0,0.361,0
431,0,25,1,0,6,0,0.368,0
432,0,13,1,0,3,0,0.371,0
433,3,390,0,0,66,0,0.702,0
434,0,16,1,0,4,0,0.376,0
435,0,61,2,2,5,0,0.373,0
436,0,23,2,0,4,0,0.522,0
437,3,124,0,0,31,0,0.891,0
438,0,16,0,0,4,0,0.36,0
439,1,21,1,0,5,0,0.673,0
440,1,21,1,0,5,0,0.383,0
441,2,49,0,0,12,0,0.435,0
442,1,21,1,0,5,0,0.37,0
443,1,21,1,0,5,0,0.387,0
444,1,25,2,0,6,0,0.372,0
445,25,340,4,1,84,0,1.541,0
446,0,13,1,0,3,0,0.349,0
447,1,20,1,0,5,0,0.372,0
448,0,12,1,0,3,0,0.349,0
449,1,30,1,0,7,0,0.371,0
450,0,12,1,0,3,0,0.349,0
451,1,20,1,0,5,0,0.362,0
452,1,20,1,0,5,0,0.361,0
453,0,16,1,0,4,0,0.354,0
454,2,40,1,0,9,0,0.382,0
455,1,21,1,0,5,0,0.368,0
456,1,21,1,0,5,0,0.394,0
457,1,20,1,0,5,0,0.395,0
458,1,21,1,0,5,0,0.385,0
459,0,9,1,0,2,0,0.347,0
460,33,473,1,0,118,0,2.056,0
461,0,12,1,0,3,0,0.349,0
462,1,20,1,0,5,0,0.365,0
463,1,20,1,0,5,0,0.43,0
464,1,20,1,0,5,0,0.365,0
465,1,21,1,0,5,0,0.364,0
466,1,20,1,0,5,0,0.356,0
467,2,24,1,0,6,0,0.377,0
468,2,50,2,1,12,0,0.935,0
469,1,20,1,0,5,0,0.359,0
470,8,92,1,1,23,0,1.016,0
471,2,34,2,0,8,0,0.382,0
472,1,49,1,0,9,0,0.371,0
473,2,34,2,0,8,0,0.375,0
474,1,21,1,0,5,0,0.359,0
475,0,121,3,0,4,0,0.353,0
476,1,28,2,0,7,0,0.366,0
477,2,29,1,0,7,0,0.549,0
478,0,26,2,0,6,0,0.431,0
479,27,277,1,3,66,0,1.772,0
480,0,21,1,0,5,0,1.109,0
481,0,13,1,0,3,0,0.676,0
482,2,21,1,0,5,0,0.356,0
483,0,21,1,0,5,0,0.974,0
484,31,501,10,3,118,0,5.441,0
485,0,85,2,0,19,0,1.402,0
486,3,66,2,0,15,0,1.013,0
487,3,87,2,0,20,0,0.957,0
488,0,28,2,0,7,0,0.365,0
489,3,36,3,0,9,0,0.42,0
490,1,25,1,0,6,0,0.364,0
491,1,21,1,0,5,0,0.357,0
492,1,20,1,0,5,0,0.364,0
493,1,21,1,0,5,0,0.375,0
494,0,16,1,0,4,0,0.374,0
495,0,33,0,0,4,0,0.354,0
496,1,20,1,0,5,0,0.362,0
497,13,187,2,0,39,0,0.924,0
498,1,12,1,0,3,0,0.396,0
499,1,20,1,0,5,0,0.362,0
500,1,20,1,0,5,0,0.366,0
501,0,8,1,0,2,0,0.481,0
502,1,12,1,0,3,0,0.385,0
503,1,20,1,0,5,0,0.364,0
504,2,39,2,0,9,0,0.376,0
505,2,28,1,0,7,0,0.719,0
506,2,360,3,0,5,0,0.38,0
507,2,28,1,0,7,0,0.406,0
508,1,20,2,1,5,0,0.471,0
509,1,20,1,0,5,0,0.371,0
510,1,24,2,1,6,0,0.372,0
511,5,270,4,2,11,0,0.586,0
512,0,16,1,0,4,0,0.354,0
513,1,20,1,0,5,0,0.397,0
514,0,16,1,0,4,0,0.355,0
515,14,300,1,0,58,0,5.636,0
516,0,23,3,0,5,0,0.392,0
517,5,79,1,1,16,0,0.52,0
518,0,16,2,0,4,0,0.401,0
519,2,20,2,1,5,0,0.438,0
520,0,16,1,0,4,0,0.366,0
521,1,20,1,0,5,0,0.393,0
522,1,21,1,0,5,0,0.416,0
523,6,92,1,0,20,0,0.575,0
524,1,20,1,0,5,0,0.434,0
525,5,68,2,0,15,0,0.442,0
526,1,21,1,0,5,0,0.392,0
527,1,24,1,0,6,0,0.409,0
528,1,20,1,0,5,0,0.414,0
529,1,29,1,0,7,0,0.409,0
530,2,33,1,0,8,0,0.422,0
531,1,20,1,0,5,0,0.361,0
532,1,20,1,0,5,0,0.444,0
533,1,20,1,0,5,0,0.438,0
534,1,20,1,0,5,0,0.455,0
535,1,16,1,0,4,0,1.087,0
536,1,16,1,0,4,0,0.358,0
537,2,28,1,0,7,0,0.389,0
538,0,12,1,0,3,0,1.413,0
539,3,36,2,0,9,0,0.375,0
540,0,5,1,0,1,0,0.376,0
541,3,86,4,2,21,0,0.529,0
542,1,49,3,0,11,0,0.385,0
543,0,62,3,0,14,0,1.126,0
544,1,24,2,0,6,0,0.38,0
545,21,201,2,0,49,0,2.76,0
546,3,83,3,0,20,0,0.43,0
547,3,52,1,0,13,0,0.415,0
548,0,13,1,0,3,0,0.354,0
549,2,32,1,0,8,0,0.402,0
550,1,25,1,0,6,0,0.447,0
551,1,20,1,0,5,0,0.382,0
552,2,28,1,0,7,0,0.434,0
553,1,21,1,0,5,0,0.371,0
554,1,20,1,0,5,0,0.375,0
555,3,64,1,0,15,0,0.48,0
556,1,23,1,0,5,0,0.383,0
557,1,20,1,0,5,0,0.365,0
558,1,20,1,0,5,0,0.37,0
559,1,20,1,0,5,0,0.367,0
560,1,16,1,0,4,0,0.362,0
561,5,182,4,2,43,0,0.866,0
562,9,114,5,0,27,0,1.201,0
563,1,16,1,0,4,0,0.36,0
564,0,19,1,0,4,0,0.367,0
565,1,20,1,0,5,0,0.543,0
566,1,20,1,0,5,0,0.365,0
567,1,21,1,0,5,0,0.364,0
568,1,20,1,0,5,0,0.361,0
569,0,52,0,5,13,0,0.464,0
570,0,12,1,0,3,0,0.347,0
571,1,24,2,1,6,0,0.371,0
572,1,26,2,0,6,0,0.453,0
573,2,34,2,0,8,0,0.372,0
574,7,74,5,0,18,0,0.478,0
575,2,24,1,0,6,0,2.495,0
576,0,8,0,0,2,0,0.34,0
577,0,18,2,1,4,0,0.531,0
578,5,264,13,0,30,0,0.646,0
579,1,29,2,0,7,0,0.369,0
580,2,36,1,0,9,0,0.377,0
581,2,32,2,0,8,0,0.376,0
582,1,20,1,0,5,0,0.432,0
583,31,500,1,2,125,0,5.648,0
584,5,44,0,0,11,0,0.411,0
585,0,46,0,0,5,0,0.381,0
586,1,20,1,0,5,0,0.375,0
587,1,28,2,0,7,0,0.881,0
588,1,20,1,0,5,0,0.406,0
589,1,20,1,0,5,0,0.384,0
590,1,20,1,0,5,0,0.447,0
591,1,12,1,0,3,0,0.394,0
592,0,12,1,0,3,0,0.357,0
593,0,12,0,0,3,0,0.372,0
594,1,20,1,0,4,0,0.381,0
595,0,4,1,0,1,0,0.73,0
596,0,119,2,1,19,1,1.08,0
597,1,25,1,0,6,0,0.366,0
598,1,20,1,0,5,0,0.384,0
599,1,25,2,0,6,0,0.373,0
600,0,16,1,0,4,0,0.358,0
601,1,20,1,0,5,0,0.366,0
602,0,12,1,0,3,0,0.394,0
603,3,77,1,0,13,0,0.769,0
604,1,20,1,0,5,0,0.57,0
605,2,36,2,0,9,0,0.418,0
606,2,27,1,0,6,0,0.376,0
607,1,28,2,0,6,0,0.369,0
608,8,132,1,0,31,0,0.578,0
609,0,26,4,0,6,0,0.365,0
610,1,32,1,0,7,0,0.373,0
611,0,20,1,0,5,0,0.365,0
612,1,27,1,0,6,0,0.413,0
613,2,39,2,0,9,0,0.43,0
614,5,81,3,0,20,0,1.256,0
615,0,23,3,0,5,0,0.479,0
616,1,20,1,0,5,0,0.366,0
617,1,28,1,0,6,0,0.37,0
618,1,21,1,0,5,0,0.386,0
619,2,40,1,0,9,0,0.379,0
620,1,20,1,0,5,0,0.439,0
621,1,23,1,0,5,0,0.366,0
622,2,43,2,0,9,0,0.501,0
623,1,31,4,0,7,0,0.422,0
624,2,50,2,0,12,0,0.527,0
625,6,61,1,0,13,0,0.428,0
626,1,20,1,0,5,0,0.363,0
627,34,722,53,1,174,0,0.975,0
628,1,21,1,0,5,0,0.387,0
629,1,24,1,0,6,0,0.366,0
630,2,36,2,0,9,0,0.38,0
631,0,8,2,1,2,0,0.436,0
632,0,8,0,0,2,0,0.34,0
633,1,24,1,0,6,0,0.366,0
634,1,24,1,0,6,0,0.383,0
635,1,20,1,0,5,0,0.371,0
636,2,29,1,0,7,0,0.366,0
637,4,64,2,0,16,0,0.404,0
638,27,332,0,0,83,0,0.769,0
639,1,20,1,0,5,0,0.403,0
640,1,20,1,0,5,0,0.373,0
641,0,19,1,0,4,0,0.361,0
642,2,42,2,0,9,0,0.391,0
643,2,69,3,0,15,0,0.388,0
644,0,21,0,0,0,0,0.339,0
645,0,20,1,0,5,0,0.376,0
646,2,33,1,0,8,0,0.648,0
647,0,16,1,0,4,0,0.357,0
648,5,55,1,0,13,0,0.453,0
649,1,29,2,0,7,0,0.378,0
650,0,52,0,0,0,0,0.357,0
651,0,52,0,0,0,0,0.344,0
652,6,110,1,0,22,0,0.463,0
653,1,20,1,0,5,0,0.377,0
654,0,44,1,0,11,0,0.554,0
655,3,50,3,0,12,0,0.431,0
656,3,48,1,0,12,0,0.425,0
657,2,36,2,0,8,0,0.425,0
658,1,22,1,0,5,0,0.396,0
659,1,20,0,0,5,0,0.37,0
660,0,12,1,0,3,0,0.37,0
661,1,22,1,0,5,0,0.382,0
662,0,99,2,0,5,0,0.4,0
663,5,56,1,0,13,0,0.487,0
664,5,48,2,1,11,0,0.429,0
665,0,17,1,1,3,0,0.417,0
666,1,21,1,0,5,0,0.374,0
667,2,26,1,0,6,0,0.382,0
668,1,20,1,0,5,0,0.366,0
669,3,51,1,0,12,0,0.521,0
670,1,22,1,0,5,0,0.486,0
671,2,34,1,0,8,0,0.381,0
672,2,34,1,0,8,0,0.384,0
673,2,32,2,0,8,0,0.408,0
674,4,68,0,0,14,0,0.49,0
675,18,364,0,0,75,0,1.9,0
676,4,68,0,0,14,0,0.611,0
677,1,29,1,0,7,0,0.459,0
678,1,22,1,0,5,0,0.373,0
679,0,12,1,0,3,0,0.354,0
680,1,22,1,0,5,0,0.377,0
681,10,260,2,0,18,0,0.494,0
682,1,21,1,0,5,0,0.371,0
683,4,46,2,0,11,0,0.394,0
684,1,29,2,0,7,0,0.425,0
685,2,44,4,2,10,0,0.62,0
686,4,133,2,0,6,0,0.376,0
687,0,28,1,0,4,0,0.367,0
688,8,753,9,1,15,0,2.616,0
689,1,30,2,1,7,0,0.377,0
690,20,428,18,1,103,0,1.065,0
691,2,32,0,0,8,0,0.43,0
692,1,20,0,0,5,0,0.621,0
693,316,9923,32,5,764,2,9.169,0
694,8,236,0,0,59,0,0.849,0
695,1,36,4,2,9,0,0.657,0
696,23,285,3,1,3,0,1.427,0
697,13,442,36,19,92,0,4.303,0
698,0,5,0,0,1,0,0.378,0
699,0,793,71,67,72,0,0.802,0
700,0,768,0,0,192,0,4.381,0
701,0,12,2,1,3,0,0.39,0
702,1,14,1,1,1,0,0.394,0
703,0,10,1,1,0,0,0.356,0
704,122,4550,13,11,1070,9,17.287,0
705,110,5447,14,12,1066,9,7.454,0
706,100,4954,12,10,968,5,6.423,0
707,96,3619,6,5,706,5,5.048,0
708,9,819,3,3,135,4,1.45,0
709,9,183,1,1,35,4,0.48,0
710,1,39,2,1,8,0,0.633,0
711,0,10,1,1,0,0,0.352,0
712,22,91,1,1,22,0,0.468,0
713,0,10,1,1,0,0,0.39,0
714,0,11,0,0,1,0,0.368,0
715,0,2306,27,1,519,6,18.749,0
716,0,2381,27,1,513,6,4.084,0
717,0,2317,27,1,500,4,2.738,0
718,0,1112,25,0,222,3,1.495,0
719,0,162,0,0,33,3,0.454,0
720,0,56,0,0,14,3,0.379,0
721,53,41382,301,45,9530,165,224.756,0
722,79,33998,158,26,5311,117,40.38,0
723,0,341,3,0,61,6,0.706,0
724,34,8743,62,7,1334,34,8.894,0
725,0,171,3,0,27,1,0.433,0
726,5,3204,38,6,490,15,1.836,0
727,0,46,0,0,10,0,0.445,0
728,0,24,0,0,1,0,0.405,0
729,0,75,5,5,7,0,0.716,0
730,0,23,0,0,4,1,0.342,0
731,48,567,0,0,97,1,1.365,0
732,0,38,0,0,5,0,0.667,0
733,0,66,1,0,11,1,0.495,0
734,0,30,0,0,5,0,0.341,0
735,0,31,1,1,4,0,0.387,0
736,0,40,0,0,6,0,0.391,0
737,0,18,0,0,3,0,0.34,0
738,0,60,1,1,10,0,0.878,0
739,0,28,0,0,4,0,0.354,0
740,0,27,0,0,4,0,0.692,0
741,4,60,1,0,13,0,0.479,0
742,0,43,2,2,5,0,0.36,0
743,0,123,0,0,17,1,0.361,0
744,1,87,3,3,11,0,2.357,0
745,3,517,0,0,47,0,0.799,0
746,0,17,0,0,4,0,0.347,0
747,0,19,1,1,3,0,0.778,0
748,0,58,0,0,7,0,0.361,0
749,0,18,1,0,3,0,0.391,0
750,0,71,1,1,8,0,1.471,0
751,12,285,0,0,39,1,1.556,0
752,0,18,0,0,3,0,0.828,0
753,0,18,0,0,3,0,0.339,0
754,0,1528,5,4,151,0,8.495,0
755,0,936,3,2,92,0,4.499,0
756,0,301,2,1,35,0,0.44,0
757,0,90,1,1,10,0,0.382,0
758,0,33,0,0,4,0,0.343,0
759,0,12,0,0,3,0,0.899,0
760,0,7,0,0,0,0,0.336,0
761,0,627,4,0,102,5,0.785,0
762,0,370,0,0,58,3,0.619,0
763,0,87,0,0,15,1,0.494,0
764,0,44,0,0,8,0,0.502,0
765,0,4,0,0,1,0,0.36,0
766,6,192,14,7,27,0,0.707,0
767,0,24,0,0,4,0,0.338,0
768,6,197,14,7,28,0,0.592,0
769,1,42,3,2,7,0,1.057,0
770,58,2753,18,8,513,8,1.9,0
771,0,307,30,27,46,0,0.472,0
772,0,11,0,0,1,0,0.341,0
773,1,16,0,0,3,0,0.342,0
774,0,68,3,2,9,0,7.983,0
775,0,49,2,1,9,0,0.352,0
776,0,18,0,0,3,0,0.343,0
777,2,184,10,3,3,0,0.657,0
778,1,32,2,1,5,0,0.348,0
779,6,165,4,2,20,0,0.493,0
780,2,63,4,2,10,0,0.466,0
781,0,11,0,0,0,0,0.34,0
782,0,11,0,0,0,0,0.342,0
783,0,159,0,0,15,0,0.465,0
784,0,130,0,0,12,0,0.405,0
785,0,95,0,0,9,0,0.374,0
786,0,60,0,0,6,0,0.366,0
787,0,89,0,0,6,0,0.341,0
788,0,114,0,0,8,0,0.376,0
789,0,69,0,0,9,0,0.744,0
790,0,157,1,0,32,7,12.47,0
791,0,121,1,0,10,0,2.519,0
792,0,68,4,0,10,0,0.562,0
793,15,823,15,9,158,0,5.783,0
794,11,144,1,0,25,0,0.434,0
795,15,990,13,9,156,0,1.869,0
796,2,63,0,0,12,0,0.534,0
797,0,112,0,0,27,0,0.679,0
798,0,80,0,0,12,0,0.721,0
799,0,34,0,0,7,0,0.73,0
800,0,17,2,0,4,0,0.533,0
801,0,122,0,0,30,0,0.442,0
802,0,18,0,0,3,0,0.791,0
803,0,67,2,0,10,0,4.162,0
804,2,60,0,0,8,0,0.382,0
805,0,10,0,0,1,0,0.346,0
806,0,41,0,0,0,0,0.345,0
807,0,0,0,0,0,0,0.335,0
808,0,17,2,2,3,0,1.66,0
809,0,13,1,0,3,0,0.39,0
810,0,46,4,4,4,0,0.949,0
811,0,18,2,0,4,0,0.39,0
812,0,13,0,0,1,0,0.367,0
813,14,748,48,24,106,1,3.166,0
814,0,14,1,1,1,0,0.346,0
815,1,167,10,7,26,3,1.329,0
816,0,95,4,4,15,2,0.369,0
817,0,38,2,2,6,1,0.444,0
818,0,168,3,2,24,0,3.519,0
819,14,714,48,26,106,1,3.118,0
820,0,8,0,0,2,1,0.344,0
821,14,714,48,26,106,1,1.947,0
822,0,14,1,1,1,0,0.347,0
823,0,14,1,1,1,0,0.343,0
824,0,60,3,3,9,3,0.376,0
825,0,22,1,1,3,1,0.345,0
826,0,34,2,2,5,1,0.355,0
827,20,604,10,6,110,1,2.039,0
828,13,306,0,1,52,0,1.493,0
829,0,76,0,0,13,0,0.699,0
830,0,84,4,3,16,0,0.837,0
831,0,14,1,1,1,0,0.35,0
832,2,646,16,8,132,4,3.518,0
833,2,247,11,7,37,3,0.512,0
834,1,128,7,5,17,0,0.43,0
835,1,48,4,2,7,0,2.576,0
836,30,2747,76,52,386,1,4.652,0
837,0,10,1,1,0,0,0.385,0
838,0,43,0,0,6,0,0.391,0
839,0,46,0,0,6,0,1.411,0
840,0,10,1,1,0,0,0.409,0
841,0,28,2,2,1,0,0.35,0
842,0,12,1,1,1,0,0.371,0
843,6,1037,7,1,190,5,1.81,0
844,4,224,0,0,52,4,0.537,0
845,2,47,0,0,9,0,0.359,0
846,0,21,0,0,4,0,0.364,0
847,0,5,0,0,1,0,0.373,0
848,0,11,0,0,1,0,1.084,0
849,13,418,26,13,55,0,2.314,0
850,0,112,0,0,14,0,0.366,0
851,0,8,0,0,2,0,1.189,0
852,0,4,0,0,1,0,0.364,0
853,0,0,0,0,0,0,0.338,0
854,0,49,1,1,9,0,0.893,0
856,0,12,1,1,3,0,0.898,0
857,0,12,1,0,3,0,0.415,0
858,0,12,1,1,3,0,0.772,0
859,0,12,1,0,3,0,0.369,0
860,0,12,1,1,3,0,0.428,0
861,0,12,1,0,3,0,0.345,0
862,0,12,1,1,3,0,1.021,0
863,0,12,1,0,3,0,0.35,0
